ip,anonymityLevel,asn,country,isp,latency,org,port,protocols,responseTime,speed,updated_at,upTime,upTimeSuccessCount,upTimeTryCount
"5.39.93.167","elite","AS16276","FR","OVH SAS","4","OVH ISP","22851","socks4","384","1","2022-09-29T15:26:01.441Z","100","107","107"
"177.66.195.115","elite","AS262503","BR","Wiki Telecomunicacoes Eireli","199","Maranhão Telecom ltda ME","4145","socks4","2602","1","2022-09-29T15:25:57.794Z","97","67","69"
"103.47.93.234","elite","AS134058","IN","Broban Internet Services Pvt.ltd","148","Broban  PVT Ltd.","1080","socks4","4991","1","2022-09-29T15:25:50.036Z","100","67","67"
"167.71.208.252","elite","AS14061","SG","DigitalOcean, LLC","161","DigitalOcean, LLC","8080","socks4","5111","1","2022-09-29T15:25:46.321Z","100","75","75"
"202.93.228.10","elite","AS38758","ID","PT. HIPERNET INDODATA","179","Hypernet","4153","socks4","4554","1","2022-09-29T15:25:42.647Z","100","92","92"
"62.33.235.14","elite","AS20485","RU","Joint Stock Company TransTeleCom","54","DataLine","4153","socks4","3196","1","2022-09-29T15:25:42.649Z","99","103","104"
"51.195.224.227","elite","AS16276","GB","OVH SAS","9","OVH Ltd","1080","socks5","5038","1","2022-09-29T15:25:42.662Z","96","103","107"
"185.94.7.236","elite","AS200848","CZ","Miroslav Holienka","28","N/A","4145","socks4","3907","3","2022-09-29T15:25:38.997Z","99","104","105"
"186.251.254.253","elite","AS267513","BR","Seanet Telecom Carazinho Eireli","199","Seanet Telecom Carazinho Eireli","31337","socks4","4724","1","2022-09-29T15:25:35.281Z","99","104","105"
"149.20.253.250","elite","AS18615","US","Mainstream Fiber Networks, LLC","103","Mainstream Fiber Networks, LLC","12551","socks4","4350","1","2022-09-29T15:25:31.548Z","100","48","48"
"167.172.119.162","elite","AS14061","US","DigitalOcean, LLC","150","DigitalOcean, LLC","7497","socks5","5161","1","2022-09-29T15:25:27.864Z","98","105","107"
"154.73.85.1","elite","AS327776","BW","STATURE (PTY) LTD","186","Ncbw","57932","socks4","4813","1","2022-09-29T15:25:27.862Z","100","107","107"
"197.234.13.39","elite","AS36902","SC","Intelvision","171","Intelvision Ltd","4145","socks4","4805","1","2022-09-29T15:25:24.184Z","100","66","66"
"173.244.200.158","elite","AS32780","US","Hosting Services, Inc.","74","Hosting Services, Inc.","13838","socks4","5035","1","2022-09-29T15:25:20.335Z","100","95","95"
"110.78.151.165","elite","AS131090","TH","CAT-BB","186","N/A","4145","socks4","4956","1","2022-09-29T15:25:16.445Z","78","46","59"
"46.227.37.169","elite","AS51155","PL","Telemedian - TB Telecom","35","Telemedian","1088","socks4","5138","1","2022-09-29T15:25:12.565Z","98","103","105"
"66.33.210.189","elite","AS26347","US","New Dream Network, LLC","81","New Dream Network, LLC","17567","socks5","4270","1","2022-09-29T15:25:08.760Z","100","85","85"
"101.51.104.21","elite","AS23969","TH","TOT Public Company Limited","152","TOT Public Company Limited","4145","socks4","2816","1","2022-09-29T15:25:01.051Z","100","63","63"
"170.244.64.198","elite","AS266492","BR","Flash Servicos EM Fibra Optica Ltda - ME","188","Flash Servicos EM Fibra Optica Ltda - ME","31476","socks4","5114","1","2022-09-29T15:25:01.052Z","100","60","60"
"202.165.32.249","elite","AS17538","ID","Circlecom","181","N/A","5678","socks4","4318","1","2022-09-29T15:24:57.324Z","100","94","94"
"183.89.97.96","elite","AS45629","TH","Triple T Broadband Public Company Limited","152","Triple T Broadband Public Company Limited","8080","socks4","5003","1","2022-09-29T15:24:57.323Z","100","51","51"
"38.49.128.114","anonymous","AS28458","MX","Ientc S De RL De CV","139","IENTC S de RL de CV","999","https","2165","720","2022-09-29T15:24:53.623Z","100","64","64"
"176.122.117.12","elite","AS50581","UA","Ukrainian Telecommunication Group LLC","44","Ukraine telecommunication group Ltd","45806","socks4","298","1","2022-09-29T15:24:53.620Z","100","50","50"
"198.186.192.83","elite","AS6450","US","Providers Internet Exchange","79","Prescient Software, Inc","9050","socks5","4984","1","2022-09-29T15:24:49.974Z","100","90","90"
"103.82.11.233","elite","AS136156","BD","FNF Online","178","N/A","4153","socks4","4938","1","2022-09-29T15:24:49.972Z","100","103","103"
"37.99.254.217","elite","AS45015","IT","GENY Communications SRL","52","GENY","5678","socks4","4936","1","2022-09-29T15:24:49.974Z","79","59","75"
"94.142.142.140","elite","AS209641","RU","NTX Technologies s.r.o.","50","Ihor Servers","3128","socks4","4769","1","2022-09-29T15:24:46.232Z","100","55","55"
"104.16.105.142","elite","AS13335","CA","Cloudflare, Inc.","2","Cloudflare, Inc.","80","socks4","4516","1","2022-09-29T15:24:46.232Z","100","69","69"
"185.82.99.123","anonymous","AS42183","LB","NET 360 S.A.R.L","59","N/A","9091","http","5061","7884","2022-09-29T15:24:42.301Z","99","106","107"
"172.67.253.69","elite","AS13335","CA","Cloudflare, Inc.","1","Cloudflare, Inc.","80","socks4","4790","1","2022-09-29T15:24:42.303Z","99","106","107"
"203.30.188.224","elite","AS209242","BZ","Cloudflare London","1","Umpire Associates LTD","80","socks4","4978","1","2022-09-29T15:24:42.304Z","100","107","107"
"43.251.223.20","elite","AS45916","IN","Gujarat Telelink Pvt Ltd","124","Gtpl Broadband Pvt. Ltd.","3629","socks4","4634","1","2022-09-29T15:24:38.709Z","99","106","107"
"66.33.212.139","elite","AS26347","US","New Dream Network, LLC","83","New Dream Network, LLC","17567","socks4","5035","1","2022-09-29T15:24:38.707Z","100","85","85"
"138.68.236.23","elite","AS14061","US","DigitalOcean, LLC","146","Digital Ocean","3128","socks5","2659","1","2022-09-29T15:24:34.666Z","99","87","88"
"81.89.48.63","anonymous","AS29405","SK","VNET a.s.","32","VNET-org","3128","https","5132","7473","2022-09-29T15:24:30.818Z","100","107","107"
"45.7.176.238","elite","AS266626","BR","Litoral Telecom","208","Litoral Telecom","52246","socks4","4920","1","2022-09-29T15:24:27.135Z","97","92","95"
"94.191.67.125","elite","AS45090","CN","Shenzhen Tencent Computer Systems Company Limited","278","Tencent Cloud Computing (Beijing) Co., Ltd","1080","socks4","4991","1","2022-09-29T15:24:23.506Z","92","98","107"
"118.96.94.40","elite","AS7713","ID","PT. TELKOM INDONESIA","167","N/A","80","socks4","553","1","2022-09-29T15:24:19.910Z","92","83","90"
"180.210.222.249","elite","AS134128","BD","Mega Speed","154","N/A","1080","socks4","4731","1","2022-09-29T15:24:15.872Z","100","107","107"
"103.47.93.238","elite","AS134058","IN","Broban Internet Services Pvt.ltd","217","Broban  PVT Ltd.","1080","socks4","4857","1","2022-09-29T15:24:15.876Z","100","107","107"
"59.138.67.130","elite","AS2516","JP","Kddi Corporation","241","Kddi Corporation","8081","socks4","4855","1","2022-09-29T15:24:12.101Z","100","51","51"
"168.232.220.1","elite","AS264951","BR","Netfalcon Acesso A Internet Ltda. - ME","228","Netfalcon Acesso A Internet Ltda. - ME","4153","socks4","2584","1","2022-09-29T15:24:12.104Z","97","104","107"
"118.99.76.20","anonymous","AS17451","ID","BIZNET","202","N/A","3127","http","4636","7614","2022-09-29T15:24:12.103Z","100","3","3"
"176.236.30.153","elite","AS34984","TR","Superonline Iletisim Hizmetleri A.S.","114","Turuncunet Iletisim Sanayi VE Ticaret Limited","5678","socks4","5084","1","2022-09-29T15:24:08.403Z","89","95","107"
"105.213.107.102","elite","AS16637","ZA","MTN SA","189","MTN SA","5678","socks4","5049","1","2022-09-29T15:24:08.403Z","93","67","72"
"138.197.138.157","elite","AS14061","CA","DigitalOcean, LLC","94","Digital Ocean","64058","socks4","4446","1","2022-09-29T15:24:04.751Z","100","87","87"
"125.26.22.7","elite","AS23969","TH","TOT Public Company Limited","159","TOT Public Company Limited","5678","socks4","4776","1","2022-09-29T15:24:04.753Z","100","82","82"
"103.205.128.33","elite","AS134850","IN","WAY 2 INTERNET PRIVATE LIMITED","107","WAY 2 Internet Private Limited","4303","socks4","4799","1","2022-09-29T15:24:04.750Z","100","72","72"
"102.66.237.56","elite","AS328471","ZA","HERO TELECOMS (PTY) LTD","271","Herotel","5678","socks4","2821","1","2022-09-29T15:24:04.751Z","70","49","70"
"172.111.36.87","elite","AS63023","US","GTHost","98","GLOBALTELEHOST Corp","5678","socks4","5018","1","2022-09-29T15:24:00.784Z","77","83","108"
"104.16.108.234","elite","AS13335","CA","Cloudflare, Inc.","2","Cloudflare, Inc.","80","socks4","5021","1","2022-09-29T15:23:57.129Z","100","94","94"
"14.248.94.123","elite","AS45899","VN","VNPT","244","Vietnam Posts and Telecommunications Group","5678","socks4","339","1","2022-09-29T15:23:57.128Z","100","51","51"
"114.242.116.49","elite","AS4808","CN","China Unicom Beijing Province Network","275","N/A","4145","socks4","3312","1","2022-09-29T15:23:53.304Z","99","102","103"
"185.171.230.208","elite","AS209242","CW","Cloudflare London, LLC","2","Side Net B.V","80","socks4","4796","1","2022-09-29T15:23:49.568Z","98","105","107"
"165.22.52.130","elite","AS14061","SG","DigitalOcean, LLC","156","DigitalOcean, LLC","8000","socks4","4698","1","2022-09-29T15:23:49.567Z","100","70","70"
"1.0.136.60","elite","AS23969","TH","TOT Public Company Limited","150","TOT Public Company Limited","4145","socks4","4817","1","2022-09-29T15:23:49.566Z","35","24","69"
"67.207.75.252","elite","AS14061","DE","DigitalOcean, LLC","26","Digital Ocean","58927","socks5","4935","1","2022-09-29T15:23:45.462Z","100","107","107"
"177.125.160.69","elite","AS262346","BR","FP Telecomunicacoes Ltda","198","FP Telecomunicacoes Ltda","4145","socks4","4067","1","2022-09-29T15:23:41.614Z","77","79","103"
"161.97.97.231","elite","AS51167","DE","Contabo GmbH","13","Contabo GmbH","10050","socks4","4593","1","2022-09-29T15:23:41.644Z","100","107","107"
"218.1.200.131","elite","AS4812","CN","China Telecom","270","N/A","57114","http","4617","7485","2022-09-29T15:23:37.943Z","24","13","55"
"36.255.86.170","elite","AS132559","IN","Gatik Business Solutions","249","Gatik Business Solutions","4145","socks4","5066","1","2022-09-29T15:23:37.945Z","99","106","107"
"88.255.64.83","elite","AS9121","TR","Turk Telekomunikasyon Anonim Sirketi","73","Tulip Group Internet Erisim Hizmetleri","1080","socks4","4966","1","2022-09-29T15:23:34.210Z","97","104","107"
"51.178.25.246","elite","AS16276","FR","OVH SAS","5","OVH","30755","socks5","428","1","2022-09-29T15:23:30.475Z","100","34","34"
"45.12.30.231","elite","AS209242","GB","Cloudflare London, LLC","2","LIR Services","80","socks5","4936","1","2022-09-29T15:23:30.461Z","99","103","104"
"198.211.102.65","elite","AS14061","US","DigitalOcean, LLC","82","Digital Ocean","80","socks4","5092","2","2022-09-29T15:23:30.464Z","100","76","76"
"172.67.127.188","elite","AS13335","CA","Cloudflare, Inc.","2","Cloudflare, Inc.","80","socks4","4915","1","2022-09-29T15:23:26.720Z","99","89","90"
"45.7.177.250","elite","AS266626","BR","Litoral Telecom","212","Litoral Telecom","39867","socks4","4873","1","2022-09-29T15:23:11.745Z","95","101","106"
"1.2.216.101","elite","AS23969","TH","TOT Public Company Limited","150","TOT Public Company Limited","4145","socks4","2505","1","2022-09-29T15:23:11.742Z","84","46","55"
"77.48.228.195","elite","AS16019","CZ","UPC Czech","31","Tomas Sladek, Moravska Nova Ves","5678","socks5","5326","1","2022-09-29T15:23:07.975Z","100","55","55"
"45.13.59.103","elite","AS51167","DE","Contabo GmbH","14","Contabo GmbH","1080","socks5","4607","1","2022-09-29T15:23:04.174Z","95","102","107"
"185.169.181.12","elite","AS34984","TR","Ates Dc","55","Ibrahim MALA trading as Ates Dc","4145","socks4","1218","1","2022-09-29T15:23:04.172Z","100","96","96"
"103.60.180.165","elite","AS55685","ID","PT. Jala Lintas Media","186","N/A","4145","socks4","5055","1","2022-09-29T15:23:00.538Z","100","89","89"
"109.122.88.194","elite","AS41937","RS","RADIJUS VEKTOR Internet network","31","N/A","5678","socks4","4837","1","2022-09-29T15:23:00.535Z","100","106","106"
"183.89.176.124","elite","AS45629","TH","Triple T Broadband Public Company Limited","166","Triple T Broadband Public Company Limited","4153","socks4","3699","1","2022-09-29T15:23:00.538Z","100","71","71"
"117.241.133.31","elite","AS9829","IN","BSNL Internet","165","N/A","5678","socks4","2861","1","2022-09-29T15:22:56.866Z","98","60","61"
"104.21.194.182","elite","AS13335","CA","Cloudflare, Inc.","1","Cloudflare, Inc.","80","socks5","4985","1","2022-09-29T15:22:56.869Z","98","49","50"
"58.55.134.85","elite","AS4134","CN","Chinanet","272","Chinanet HB","1080","socks5","4879","1","2022-09-29T15:22:53.140Z","93","79","85"
"213.6.131.62","elite","AS12975","PS","DSL -PALTEL","77","N/A","5678","socks4","4897","1","2022-09-29T15:22:53.141Z","100","69","69"
"148.66.142.19","elite","AS26496","SG","GoDaddy.com, LLC","172","Godaddy.com","61481","socks5","4784","1","2022-09-29T15:22:49.465Z","100","107","107"
"198.211.50.112","elite","AS35916","US","Multacom Corporation","147","Multacom Corporation","8080","socks5","4926","1","2022-09-29T15:22:49.466Z","98","63","64"
"45.126.169.233","elite","AS134014","IN","NET 4 U SERVICES PVT LTD","199","NET 4 U Services PVT LTD","4145","socks4","4001","1","2022-09-29T15:22:49.459Z","100","97","97"
"195.123.247.54","elite","AS204957","CZ","Green Floid LLC","19","Green Floid LLC","30250","socks4","5003","1","2022-09-29T15:22:49.461Z","100","69","69"
"43.153.174.137","elite","AS132203","JP","Shenzhen Tencent Computer Systems Company Limited","232","Tencent Cloud Computing (Beijing) Co., Ltd","443","socks5","4814","1","2022-09-29T15:22:34.571Z","19","11","59"
"197.234.13.24","elite","AS36902","SC","Intelvision","179","Intelvision Ltd","4145","socks4","5115","1","2022-09-29T15:22:34.571Z","100","54","54"
"212.102.34.18","anonymous","AS60068","NL","Datacamp Limited","11","Datacamp Limited","3128","https","5114","4075","2022-09-29T15:22:34.572Z","100","107","107"
"125.16.134.218","elite","AS9498","IN","Bharti Airtel","156","Ishan Netsol PVT Ltd.","8291","socks4","5100","1","2022-09-29T15:22:34.569Z","99","84","85"
"173.195.27.136","elite","AS11976","US","Fidelity Communication International Inc.","115","Fidelity Communication International Inc.","10091","socks4","4657","1","2022-09-29T15:22:27.241Z","100","76","76"
"103.208.203.1","elite","AS133275","IN","Gigantic","196","N/A","5678","socks4","4482","1","2022-09-29T15:22:19.431Z","96","81","84"
"182.253.154.72","elite","AS17451","ID","BIZNET","243","N/A","4145","socks4","4718","1","2022-09-29T15:22:19.430Z","98","79","81"
"177.72.112.169","elite","AS262558","BR","Prompt Brasil Solucoes EM TI Ltda","198","Prompt Brasil Solucoes EM TI Ltda","31164","socks4","2795","1","2022-09-29T15:22:15.709Z","100","7","7"
"223.100.241.162","elite","AS56044","CN","China Mobile communications corporation","215","China Mobile","7302","socks5","4982","1","2022-09-29T15:22:11.806Z","99","106","107"
"143.0.64.145","elite","AS272006","AR","Dova SRL","239","Dova SRL","3128","socks4","2237","1","2022-09-29T15:22:08.086Z","100","43","43"
"149.20.253.126","elite","AS18615","US","Mainstream Fiber Networks, LLC","97","Mainstream Fiber Networks, LLC","12551","socks4","5212","1","2022-09-29T15:22:04.320Z","100","104","104"
"188.235.130.50","anonymous","AS50543","RU","JSC \"ER-Telecom Holding\"","62","JSC \"ER-Telecom Holding\" Saratov Branch","8080","http","5084","7668","2022-09-29T15:22:04.320Z","100","103","103"
"36.67.14.193","elite","AS7713","ID","PT. Telekomunikasi Indonesia","188","N/A","5678","socks4","4245","1","2022-09-29T15:22:04.325Z","98","85","87"
"200.93.64.216","elite","AS8048","VE","CANTV Servicios, Venezuela","185","CANTV Servicios, Venezuela","8080","socks4","5026","1","2022-09-29T15:22:00.600Z","31","16","52"
"178.49.234.94","elite","AS31200","RU","Novotelecom Ltd.","97","Novotelecom ltd.","5678","socks4","5206","1","2022-09-29T15:21:56.625Z","99","86","87"
"165.231.101.229","elite","AS41564","NL","Orion Network Limited","10","Fiber Grid","80","socks5","5130","1","2022-09-29T15:21:52.919Z","100","64","64"
"31.204.28.96","elite","AS207710","US","SIA \"Singularity Telecom\"","147","Popov Andry Vasilievich","5432","socks5","5065","1","2022-09-29T15:21:52.921Z","100","48","48"
"159.89.173.98","elite","AS14061","IN","DigitalOcean, LLC","139","Digital Ocean","60301","socks5","4619","1","2022-09-29T15:21:49.239Z","100","67","67"
"203.23.104.167","elite","AS209242","CY","Cloudflare London, LLC","1","Lachtaristo Holdings Limited","80","socks5","4707","1","2022-09-29T15:21:49.241Z","100","84","84"
"172.67.250.212","elite","AS13335","CA","Cloudflare, Inc.","1","Cloudflare, Inc.","80","socks4","5073","1","2022-09-29T15:21:45.399Z","100","54","54"
"161.202.101.222","elite","AS36351","JP","SoftLayer","255","SoftLayer Technologies, Inc","1080","socks5","5005","1","2022-09-29T15:21:45.400Z","100","107","107"
"119.2.54.25","elite","AS55666","ID","GMEDIA","175","N/A","5678","socks4","3455","1","2022-09-29T15:21:37.958Z","99","93","94"
"137.74.61.115","elite","AS16276","FR","OVH SAS","5","Lunanode Hosting Inc","9100","socks4","4891","1","2022-09-29T15:21:37.958Z","100","80","80"
"101.51.105.84","elite","AS23969","TH","TOT Public Company Limited","155","TOT Public Company Limited","4145","socks4","4881","2","2022-09-29T15:21:37.959Z","61","46","75"
"43.129.180.213","elite","AS132203","HK","Shenzhen Tencent Computer Systems Company Limited","240","Tencent Cloud Computing","31315","socks5","5125","1","2022-09-29T15:21:34.283Z","100","61","61"
"64.90.48.27","elite","AS26347","US","New Dream Network, LLC","151","New Dream Network, LLC","24650","socks5","4425","1","2022-09-29T15:21:30.322Z","100","104","104"
"5.188.4.110","elite","AS202422","BR","G-Core Labs S.A","197","GCL","80","socks4","4425","1","2022-09-29T15:21:30.325Z","92","93","101"
"47.98.151.6","elite","AS37963","CN","Hangzhou Alibaba Advertising Co","251","Aliyun Computing Co., LTD","16144","socks5","5015","1","2022-09-29T15:21:30.323Z","95","102","107"
"103.240.33.137","elite","AS132923","IN","Vihaan Telecommunication Pvt. Ltd.","148","Vihaan","8291","socks4","4790","1","2022-09-29T15:21:26.307Z","99","106","107"
"70.63.165.22","elite","AS11426","US","Spectrum","102","Road Runner Commercial","32940","socks4","2598","1","2022-09-29T15:21:18.764Z","100","96","96"
"104.17.166.210","elite","AS13335","CA","Cloudflare, Inc.","1","Cloudflare, Inc.","80","socks4","4993","1","2022-09-29T15:21:15.047Z","100","102","102"
"119.42.110.113","elite","AS131090","TH","CAT-BB","202","N/A","4145","socks4","4642","1","2022-09-29T15:21:11.264Z","89","48","54"
"180.241.249.131","elite","AS7713","ID","PT. TELKOM INDONESIA","170","N/A","8080","socks5","4934","1","2022-09-29T15:21:11.267Z","98","49","50"
"138.94.190.138","elite","AS28343","BR","Unifique Telecomunicações SA","235","Unifique Telecomunicações SA","8080","socks5","5032","1","2022-09-29T15:21:11.267Z","100","86","86"
"212.69.12.137","elite","AS52116","RS","Orion Telekom Tim d.o.o.Beograd","40","Orion Telekom Tim d.o.o.Beograd","1080","socks4","4890","1","2022-09-29T15:21:07.201Z","100","67","67"
"64.225.58.131","elite","AS14061","US","DigitalOcean, LLC","85","DigitalOcean, LLC","8000","socks4","5074","1","2022-09-29T15:21:03.518Z","100","59","59"
"223.25.98.82","elite","AS9341","ID","PT Indonesia Comnets Plus","205","Sinerginet","5678","socks4","5054","1","2022-09-29T15:20:59.784Z","64","61","96"
